id,text,hate_speech,casteism,religous_incitement,political_defamation,cyberbullying,severity
238,डेलिभरी राइडरले सही ठेगाना दिएको थियो तारा फेरी फोन गरिरख्यो ल्यायो।,0,0,0,0,0,2
239,internet slow xa aaja,0,0,0,0,0,2
240,"मधेसी लाइ विश्वास गर्ना सकिदैना, इनिहरु को दिल मा दुख हुंक्सा",1,1,0,0,0,5
241,यो जवाफ देखेर रन्डीले शुल्क तिर्न बाध्य बनायो।,1,0,0,0,1,5
242,"Laptop update garepaxi jhan slow bhayo, k update ho yo ?",0,0,0,0,0,2
243,कुकुर खाँदै।,0,0,0,0,1,5
244,dalit sanga milera kaam hudaina,0,1,0,0,0,5
245,मेरो कुरा नमन लाई धन्यवाद को दादा कटैदिन्सु,1,0,0,0,1,4
246,हिन्दु धर्म बेकर,0,0,1,0,0,4
247,भाउजुले भात हेरिन्,0,1,0,0,0,5
248,किन हरेक बहसलाई व्यक्तिगत आक्रमणमा परिणत गर्नुहुन्छ ?,0,0,0,0,1,2
249,yo neta ko sampati sab choriko,0,0,0,1,0,4
250,"सिंहदरबारमा केमिकल जलाउने प्रबन्ध, कसले प्रयोग गर्छ र कहाँबाट, 'विद्वान' इन्जिनियरहरूद्वारा
 बनाएको? यी सबै चिन्ता राष्ट्रिय मानवअधिकार प्रतिवेदनमा आउनुहोस्!",0,0,0,1,0,2
251,"कफी लास्ट mito raixa yo new café co, ambient ni clean xa",0,0,0,0,0,1
252,आज हजुरआमाको पुरानो फोटो भेट्टाउँदा रमाइलो लाग्यो।,0,0,0,0,0,1
253,म सबै जाति र देशको बोझ हुँ।,1,0,0,0,0,4
254,यो डकुमेन्ट्रीले नयाँ कुरा सिकाएको छ ।,0,0,0,0,0,1
255,आजा बिहान को मौसम रमाइलो भको ले दधा माथी पदयात्रा गको कास्तो ताजा प्राकृतिक हावा खाना पायो वान्या केटीएम को प्रदुषण बताता थुडा वाये नी राहत मिलो साथी प्रकृति दृश्य,0,0,0,0,0,1
256,यस पाठ्यक्रममा व्यावहारिक सामग्री धेरै उपयोगी थियो।,0,0,0,0,0,2
257,मुस्लिम लाइ देश बता हातौं परक्सा,1,0,1,0,0,5
258,यो वृत्तचित्रले गाउँको जीवनलाई राम्रोसँग देखाउँछ।,0,0,0,0,0,1
259,"खातामा तर्क सुन्नु पर्छ, उठ्नु पर्छ।",0,0,0,0,1,4
260,"ल्यापटप अपडेट ढिलो भैयो, किन अपडेट ?",0,0,0,0,0,2
261,तेरो त्ययो फुर मुख बन्द गर मी जथा तेरो औकत जाना मेरो स्तर को पोस्ट मा बोले रास्ता को कुकुर जसो मा आयरा वुकिराक्सस साइबर मा रिपोर्ट GRXU,1,0,0,0,1,5
262,यो त बहनबाद हो,0,1,0,0,0,4
263,"श्रमजीवी जातिका नारी यस्ता छन्, बर्बादी, थप विचार, फल, काम, जीआरडीए, मस्तिष्क, अधिक भाषा, इनिहारु थेठी, काही, माथी, औडैना, स.",1,1,0,0,0,5
264,आजा परिवार संग बसेरा पुराण एल्बम हेरियो।,0,0,0,0,0,1
265,"बिहान मौसम यस्तो हुनेछ, रामेलो वाको ले दधा माथी, गक्को कास्तो, ताजा प्राकृतिक हावा खाऔं, वाण्य केटीएम को प्रदुषण बटा ठुडा भे नि पाइन्छ ।",0,0,0,0,0,1
266,Yo electric scooter ko mileage company le bhane bhanda adha matra raixa battery heating problem ni dherai xa so don't buy this model guys fraud marketing garya,0,0,0,0,0,2
267,यो सांसद त अपराधी नै हो।,0,0,0,1,0,4
268,तपाईंले अरू कसैको पोस्ट प्रतिलिपि गर्नुभयो र यसलाई आफ्नो रूपमा राख्नुभयो।,0,0,0,0,1,3
269,ta pagal hos kya ho ?,0,0,0,0,1,4
270,इनिहरू देशद्रोही हुन्,1,0,0,0,0,5
271,"आउनुहोस्, कृपया हामीलाई पछ्याउनुहोस्।",0,0,0,0,1,2
272,तपाईंले सम्पूर्ण कथा नबुझेर निर्णय गर्नुभयो।,0,0,0,0,1,2
273,दलित लाइ मनदीर झिर्ना नदीनु पाप लगक्सा पक्सी प्रतिस्था घाटा,1,1,0,0,0,5
274,"musalman haru sanga business garnu hudaina, sabb dhokebaaj hun",1,0,1,0,0,5
275,Aaja school reunion ma purana sathi bhetda ramailo lagyo.,0,0,0,0,0,1
276,Timi jasto hawa analyst le market ko ke bujhxa ra.,1,0,0,0,1,4
277,तिमीले हल्लालाई समाचार बनाएर फैलायौ।,0,0,0,0,1,3
278,तँले तथ्यभन्दा अनुमानलाई बढी महत्व दिएको छस्।,0,0,0,0,1,2
279,मुस्लिम शाखा काहिले नमिला,0,0,1,0,0,5
280,"बस २ घण्टा ढिलो आयो, तारा चालक दाई ले माफी मग्नु भयौ सो ठिकै लाग्यो ।",0,0,0,0,0,2
281,यो ब्यान्डले धर्म प्रचार गर्न थाल्यो,0,0,1,0,0,4
282,"तिम्री भाउजुले तल्लो जातको संगत लिइन्, मेरी भाउजु तिमी के छौ, मेरी सासु, मलाई मेरो जीवनको ज्ञान दिनुभयो, तिम्रो जातले निधार जित्यो, मानौं",1,1,0,0,0,5
283,तिमी र समाचारमा खासै फरक छैन ।,0,0,0,0,0,2
284,कस्तो हवा सामग्री बनाको यो टिकटोकर ले क्लिकबेट शीर्षक हलेर दृश्य मात्र तल गार्ना खोज्स सबाइल रिपोर्ट गररा यो च्यानल ब्लक गरनु परक्सा के,0,0,0,0,1,2
285,sabai samasya ko jad yei haru,1,0,0,0,0,4
286,आफ्नो गल्ती स्विकारे राम्रो हुन्थ्यो ।,0,0,0,0,1,2
287,अरु धर्म तिमीलाई यो देशमा बस्ने अधिकार दिएको छु।,1,0,1,0,0,5
288,यति महँगो टिकटपछि पनि रंगशालामा यस्तो व्यवस्थापन हुनु दुःखद् कुरा हो,0,0,0,0,0,2
289,विद्यालयले यस वर्ष विज्ञान प्रदर्शनी निकै व्यवस्थित तरिकाले आयोजना गरेको रहेछ।,0,0,0,0,0,1
290,"बाहुनमुजी हारु ढेराई विज्ञ नबन सबाई वन्द थुलो भ्राष्टाचारी टिमराई नेता हारु सान के, बिदेश बता डलर लिरा देश बेचेर काम बाहुन ले न गरको हो साथी",1,1,0,0,0,5
291,तपाईंले समाचार बनाएर हल्ला फैलाउनुहुन्छ।,0,0,0,0,1,3
292,"क्षेत्री भन्धै मा सबाइले ठुलो तौको बधना परक्सा वान्या झिना, कोटा रिश्वत लियारा माथी आको इनिहारु को रगत माई घमाण्ड र लुट हुंक्सा भृष्ट जात हो यो फोहोर",1,1,0,0,0,4
293,आज पुस्तकालयमा बस्दा धेरै काम सकियो।,0,0,0,0,0,1
294,"दलित जातको माँक्से हारु मन्दिर मा छिरेरा हाम्रो संस्कार फोहोर गर्ना थले, यिनिहरु को ठाउ तल्लो नै ठिक Xa कोटा दियारा सरकार ले सबाइको तौको माथी चढायो",1,1,0,0,0,5
295,यो नेताको पैसा अब पानी जस्तै बग्दैन,0,0,0,1,0,4
296,अनि जिवि राई खोईत ???,0,0,0,0,0,1
297,तेरो त्यो फोहोर सि फेस ड्डा कुकुर ले नी मुत्सा होला कमेन्ट मा आयेरा ढेरै हिरो नबन @manchhe_xyz तेरो असली ठेगाना तल्लो तह को साइबर शाखा मा पेश गरि खाए भोली उनको,1,0,0,0,1,5
298,Yo smart watch brand ko step tracker total fake raixa cycle chaluda ni automatic step count badhiraxaa battery line ni 1 din matra x worst purchase decision lagyo malai tait,0,0,0,0,0,2
